Repositório,Idade (dias),PR's aceitas,Releases,Última atualização (dias),Linguagem principal,Issues,Issues fechadas
https://github.com/go-gitea/gitea,2864,16109,194,0,Go,13459,81.62%
https://github.com/ColorlibHQ/AdminLTE,3906,1520,74,2,Astro,2839,95.91%
https://github.com/appwrite/appwrite,1976,2989,100,0,TypeScript,3601,83.25%
https://github.com/pixijs/pixijs,4244,3432,265,0,TypeScript,5669,94.13%
https://github.com/geekan/MetaGPT,432,592,21,14,Python,623,51.52%
https://github.com/immich-app/immich,944,4477,202,0,TypeScript,3585,88.09%
https://github.com/parcel-bundler/parcel,2585,2550,35,1,JavaScript,5342,88.97%
https://github.com/aymericdamien/TensorFlow-Examples,3220,88,0,40,Jupyter Notebook,233,29.61%
https://github.com/astaxie/build-web-application-with-golang,4416,757,0,115,Go,303,60.07%
https://github.com/vercel/hyper,2987,3291,88,21,TypeScript,3766,75.97%
https://github.com/pandas-dev/pandas,5125,25848,108,1,Python,26771,86.86%
https://github.com/babel/babel,3629,5866,409,0,TypeScript,8837,92.81%
https://github.com/slab/quill,4419,376,94,8,TypeScript,3580,90.53%
https://github.com/square/retrofit,5112,995,2,5,HTML,2715,95.47%
https://github.com/google/zx,1218,223,67,7,JavaScript,408,97.55%
https://github.com/huginn/huginn,4196,1011,1,1,Ruby,2134,72.35%
https://github.com/jakevdp/PythonDataScienceHandbook,2947,28,0,70,Jupyter Notebook,192,39.58%
https://github.com/WerWolv/ImHex,1394,512,71,12,C++,1147,82.56%
https://github.com/Asabeneh/30-Days-Of-JavaScript,1717,98,0,16,JavaScript,157,37.58%
https://github.com/isocpp/CppCoreGuidelines,3304,804,4,64,CSS,1167,79.26%
https://github.com/type-challenges/type-challenges,1504,557,0,12,TypeScript,33774,10.62%
https://github.com/PaddlePaddle/PaddleOCR,1580,2445,14,2,Python,9235,98.66%
https://github.com/dypsilon/frontend-dev-bookmarks,4092,129,1,106,N/A,105,78.10%
https://github.com/hashicorp/terraform,3828,11721,321,0,Go,20942,91.49%
https://github.com/nlohmann/json,4080,710,44,15,C++,2232,95.92%
https://github.com/dkhamsing/open-source-ios-apps,3509,1159,37,1,N/A,285,100.00%
https://github.com/brillout/awesome-react-components,2994,324,0,23,N/A,49,89.80%
https://github.com/k88hudson/git-flight-rules,3697,224,0,8,N/A,73,75.34%
https://github.com/discourse/discourse,4253,25001,0,0,Ruby,0,0.00%
https://github.com/alist-org/alist,1351,655,113,1,Go,3496,95.71%
https://github.com/TanStack/query,1821,2252,926,0,TypeScript,1871,97.38%
https://github.com/grpc/grpc,3558,19442,324,0,C++,11398,94.59%
https://github.com/localsend/localsend,628,492,21,0,Dart,902,53.77%
https://github.com/streamich/react-use,2139,1519,255,12,TypeScript,572,42.66%
https://github.com/yarnpkg/yarn,3151,1654,152,29,JavaScript,6585,71.66%
https://github.com/yangshun/front-end-interview-handbook,2426,301,0,0,MDX,99,87.88%
https://github.com/Unitech/pm2,4124,546,124,35,JavaScript,4976,81.63%
https://github.com/akullpp/awesome-java,3710,680,0,50,N/A,130,99.23%
https://github.com/react-hook-form/react-hook-form,2010,1941,553,4,TypeScript,4482,99.71%
https://github.com/serhii-londar/open-source-mac-os-apps,2497,522,0,20,N/A,201,76.62%
https://github.com/Alamofire/Alamofire,3688,634,99,6,Swift,2756,98.58%
https://github.com/bailicangdu/vue2-elm,2812,21,0,270,Vue,627,81.66%
https://github.com/Leaflet/Leaflet,5096,2986,31,2,JavaScript,5174,92.17%
https://github.com/Asabeneh/30-Days-Of-Python,1751,55,0,18,Python,140,52.86%
https://github.com/skylot/jadx,4188,483,29,3,Java,1693,76.67%
https://github.com/Homebrew/brew,3104,11333,384,0,Ruby,4474,99.02%
https://github.com/jgraph/drawio,2920,36,838,7,JavaScript,3664,92.71%
https://github.com/GitSquared/edex-ui,2776,399,29,1051,JavaScript,559,98.93%
https://github.com/kelseyhightower/kubernetes-the-hard-way,2981,70,0,30,N/A,406,73.15%
https://github.com/styled-components/styled-components,2941,949,170,5,TypeScript,2893,91.05%
https://github.com/THUDM/ChatGLM-6B,541,49,0,69,Python,1292,57.74%
https://github.com/apache/dubbo,4460,5303,102,0,Java,6981,89.08%
https://github.com/nwjs/nw.js,4627,575,0,7,JavaScript,7324,87.55%
https://github.com/faif/python-patterns,4473,264,0,38,Python,87,87.36%
https://github.com/lllyasviel/Fooocus,392,448,21,14,Python,1490,89.06%
https://github.com/RocketChat/Rocket.Chat,3396,12581,947,0,TypeScript,15914,84.22%
https://github.com/jeecgboot/JeecgBoot,2109,75,46,0,Java,6198,99.23%
https://github.com/dcloudio/uni-app,2246,311,0,0,JavaScript,4532,78.20%
https://github.com/toeverything/AFFiNE,766,4701,352,0,TypeScript,2126,92.38%
https://github.com/alex/what-happens-when,3954,108,0,16,N/A,288,17.71%
https://github.com/microsoft/monaco-editor,3011,449,88,2,JavaScript,3635,85.31%
https://github.com/Stirling-Tools/Stirling-PDF,586,792,84,0,Java,735,77.96%
https://github.com/vuetifyjs/vuetify,2914,3951,565,0,TypeScript,14126,95.21%
https://github.com/nolimits4web/swiper,4557,578,74,2,JavaScript,5549,97.75%
https://github.com/LeCoupa/awesome-cheatsheets,2491,169,0,11,JavaScript,86,63.95%
https://github.com/oobabooga/text-generation-webui,623,1008,50,0,Python,3593,94.04%
https://github.com/lyswhut/lx-music-desktop,1848,35,108,11,TypeScript,1812,62.75%
https://github.com/apache/spark,3844,7,0,0,Scala,0,0.00%
https://github.com/hexojs/hexo,4364,912,114,17,TypeScript,3940,98.05%
https://github.com/dbeaver/dbeaver,3241,4979,207,0,Java,17389,85.85%
https://github.com/lobehub/lobe-chat,472,1036,853,0,TypeScript,1902,82.07%
https://github.com/apachecn/ailearning,2748,477,2,184,Python,112,98.21%
https://github.com/fastlane/fastlane,3564,6177,543,12,Ruby,12950,95.92%
https://github.com/DovAmir/awesome-design-patterns,2284,30,0,85,N/A,13,38.46%
https://github.com/Dogfalo/materialize,3645,449,41,41,JavaScript,5221,88.07%
https://github.com/sudheerj/reactjs-interview-questions,2288,155,0,8,JavaScript,104,95.19%
https://github.com/Kong/kong,3579,5956,141,0,Lua,4392,99.25%
https://github.com/prisma/prisma,1903,5499,196,0,TypeScript,10437,71.04%
https://github.com/Light-City/CPlusPlusThings,1879,72,0,82,C++,221,97.29%
https://github.com/pocketbase/pocketbase,792,49,144,8,Go,1457,97.39%
https://github.com/hpcaitech/ColossalAI,1042,3523,42,0,Python,1647,76.32%
https://github.com/pyenv/pyenv,4387,878,103,11,Roff,1759,97.21%
https://github.com/getsentry/sentry,5119,56139,135,0,Python,13213,79.99%
https://github.com/acmesh-official/acme.sh,3175,1306,41,14,Shell,3078,67.54%
https://github.com/psf/black,2366,1473,44,9,Python,2617,86.36%
https://github.com/Stability-AI/stablediffusion,651,18,0,26,Python,303,23.76%
https://github.com/chubin/cheat.sh,2677,122,0,74,Python,247,51.82%
https://github.com/bannedbook/fanqiang,3521,3,3,17,Kotlin,754,59.55%
https://github.com/metabase/metabase,3502,24139,554,0,Clojure,19816,80.73%
https://github.com/open-webui/open-webui,334,1149,47,0,Svelte,1985,93.70%
https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,2882,28,0,647,Python,53,9.43%
https://github.com/evanw/esbuild,3004,234,288,19,Go,3451,87.37%
https://github.com/php/php-src,4829,3204,0,0,C,2957,78.36%
https://github.com/videojs/video.js,5227,1766,320,7,JavaScript,5268,90.57%
https://github.com/google-research/bert,2141,32,0,43,Python,1142,30.82%
https://github.com/tabler/tabler,2407,486,42,7,HTML,907,91.95%
https://github.com/impress/impress.js,4634,121,15,131,JavaScript,479,88.73%
https://github.com/iina/iina,2816,732,44,2,Swift,3890,58.07%
https://github.com/PhilJay/MPAndroidChart,3785,190,44,15,Java,4939,58.39%
https://github.com/wg/wrk,4551,0,0,249,C,402,65.17%
https://github.com/spf13/cobra,4019,583,22,11,Go,1152,83.07%
https://github.com/chakra-ui/chakra-ui,1845,2408,1000,0,MDX,3649,92.30%
https://github.com/google/styleguide,3395,161,0,38,HTML,331,50.15%
https://github.com/odoo/odoo,3767,6175,0,0,Python,17616,84.34%
https://github.com/bigskysoftware/htmx,1605,758,22,2,JavaScript,1368,60.89%
https://github.com/GokuMohandas/Made-With-ML,2130,147,0,17,Jupyter Notebook,71,78.87%
https://github.com/1c7/chinese-independent-developer,2540,236,0,1,N/A,139,99.28%
https://github.com/FreeCodeCampChina/freecodecamp.cn,2896,55,0,416,CSS,585,76.07%
https://github.com/LAION-AI/Open-Assistant,631,1616,127,18,Python,1641,86.41%
https://github.com/phaserjs/phaser,4163,1679,150,0,JavaScript,4366,99.24%
https://github.com/QSCTech/zju-icicles,2990,211,0,15,HTML,76,84.21%
https://github.com/pingcap/tidb,3286,29474,197,0,Go,18825,81.62%
https://github.com/coreybutler/nvm-windows,3637,97,20,33,Go,849,91.64%
https://github.com/mingrammer/diagrams,1676,255,40,45,Python,494,38.46%
https://github.com/mlabonne/llm-course,445,1,0,38,Jupyter Notebook,67,38.81%
https://github.com/freefq/free,1550,0,0,15,N/A,658,27.96%
https://github.com/byoungd/English-level-up-tips,2654,26,0,53,HTML,98,73.47%
https://github.com/cli/cli,1798,2173,140,0,Go,4306,85.21%
https://github.com/dani-garcia/vaultwarden,2391,826,59,3,Rust,2022,99.55%
https://github.com/ClickHouse/ClickHouse,3016,39905,582,0,C++,21059,83.76%
https://github.com/preactjs/preact,3281,1670,209,5,JavaScript,1812,92.99%
https://github.com/0voice/interview_internal_reference,1913,35,0,107,Python,45,40.00%
https://github.com/eugenp/tutorials,4146,12288,0,0,Java,756,96.69%
https://github.com/go-gorm/gorm,3967,714,2,8,Go,5742,92.98%
https://github.com/dylanaraps/pure-bash-bible,2275,28,0,281,Shell,77,42.86%
https://github.com/bradtraversy/50projects50days,1388,42,0,15,CSS,0,0.00%
https://github.com/lm-sys/FastChat,535,800,14,0,Python,1759,57.25%
https://github.com/ant-design/ant-design-pro,2567,964,26,4,TypeScript,9637,98.55%
https://github.com/opentofu/manifesto,388,763,0,7,HTML,25,44.00%
https://github.com/jesseduffield/lazydocker,1936,181,40,18,Go,317,57.10%
https://github.com/apache/airflow,3432,21683,88,0,Python,9545,90.94%
https://github.com/gto76/python-cheatsheet,2414,14,0,3,Python,65,92.31%
https://github.com/karpathy/nanoGPT,616,44,0,16,Python,312,32.69%
https://github.com/google/leveldb,3661,62,21,12,C++,755,70.73%
https://github.com/koalaman/shellcheck,4309,285,29,3,Haskell,2649,61.99%
https://github.com/vim/vim,3305,438,0,1,Vim Script,8204,82.69%
https://github.com/AobingJava/JavaFamily,1758,2,0,0,N/A,62,96.77%
https://github.com/QuivrHQ/quivr,481,1607,315,0,Python,1304,92.33%
https://github.com/mitmproxy/mitmproxy,5314,2380,66,0,Python,3358,90.56%
https://github.com/istio/istio,2847,26086,356,0,Go,19859,97.54%
https://github.com/XingangPan/DragGAN,475,18,0,109,Python,188,24.47%
https://github.com/open-guides/og-aws,2975,498,0,19,Shell,227,38.33%
https://github.com/vlang/v,2035,10755,222,0,V,8508,89.45%
https://github.com/lerna/lerna,3197,966,238,4,TypeScript,2621,85.96%
https://github.com/satwikkansal/wtfpython,2564,100,2,83,Python,197,63.45%
https://github.com/exacity/deeplearningbook-chinese,2828,16,7,1737,TeX,201,68.16%
https://github.com/TencentARC/GFPGAN,1265,14,8,40,Python,471,26.75%
https://github.com/alibaba/arthas,2198,515,53,1,Java,1985,83.88%
https://github.com/curl/curl,5284,182,81,0,C,4650,99.87%
https://github.com/NervJS/taro,2341,3226,182,1,TypeScript,11179,88.85%
https://github.com/alvarotrigo/fullPage.js,4002,310,96,5,JavaScript,4085,96.70%
https://github.com/suno-ai/bark,516,19,0,16,Jupyter Notebook,432,53.24%
https://github.com/run-llama/llama_index,672,5192,318,0,Python,4975,87.46%
https://github.com/geekxh/hello-algorithm,1559,26,0,449,Java,42,76.19%
https://github.com/dotnet/aspnetcore,3830,16030,232,0,C#,34566,90.36%
https://github.com/tldraw/tldraw,1214,2179,38,0,TypeScript,1162,78.83%
https://github.com/koajs/koa,4064,497,0,4,JavaScript,907,97.79%
https://github.com/aria2/aria2,5030,252,24,32,C++,1847,43.69%
https://github.com/shadowsocks/shadowsocks-android,4280,255,184,6,Kotlin,2489,98.43%
https://github.com/bevyengine/bevy,1691,3527,28,1,Rust,5305,67.03%
https://github.com/airbnb/lottie-android,2890,682,50,0,Java,1714,98.66%
https://github.com/denysdovhan/wtfjs,2609,124,25,279,JavaScript,112,85.71%
https://github.com/SheetJS/sheetjs,4293,106,0,139,N/A,2384,95.09%
https://github.com/freeCodeCamp/devdocs,3968,753,0,0,Ruby,1171,85.14%
https://github.com/babysor/MockingBird,1124,77,1,6,Python,876,46.92%
https://github.com/nativefier/nativefier,3349,261,99,341,TypeScript,1237,79.39%
https://github.com/sahat/hackathon-starter,3948,323,15,114,JavaScript,650,98.92%
https://github.com/microsoft/DeepSpeed,1686,2332,78,0,Python,2704,63.02%
https://github.com/formulahendry/955.WLB,1988,18,0,103,N/A,260,31.15%
https://github.com/bumptech/glide,4076,538,47,14,Java,4432,88.24%
https://github.com/naptha/tesseract.js,3360,175,54,5,JavaScript,692,96.10%
https://github.com/chenfei-wu/TaskMatrix,552,21,0,242,Python,351,38.18%
https://github.com/termux/termux-app,3239,150,91,8,Java,2643,87.55%
https://github.com/jondot/awesome-react-native,3450,912,0,61,JavaScript,72,48.61%
https://github.com/unknwon/the-way-to-go_ZH_CN,4182,592,0,21,Go,0,0.00%
https://github.com/openai/gym,3052,999,19,125,Python,1819,94.67%
https://github.com/nodejs/node-v0.x-archive,5579,218,0,20,N/A,6378,100.00%
https://github.com/carbon-app/carbon,2637,659,215,33,JavaScript,671,89.72%
https://github.com/photoprism/photoprism,2412,646,70,0,Go,2170,79.77%
https://github.com/date-fns/date-fns,3621,1067,120,0,TypeScript,1876,70.68%
https://github.com/streamlit/streamlit,1838,4038,83,0,Python,4466,79.89%
https://github.com/Ryujinx/Ryujinx,2404,2971,0,2,C#,3352,72.32%
https://github.com/tmux/tmux,3381,1,35,7,C,3401,98.65%
https://github.com/huihut/interview,2399,35,0,169,C++,62,64.52%
https://github.com/Kong/insomnia,3056,2792,461,0,JavaScript,3613,81.73%
https://github.com/trpc/trpc,1509,3233,200,2,TypeScript,1077,91.36%
https://github.com/zhongyang219/TrafficMonitor,2593,43,24,172,C++,1658,38.36%
https://github.com/2dust/v2rayNG,1939,248,188,5,Kotlin,2742,99.02%
https://github.com/ggerganov/whisper.cpp,710,532,17,2,C,1289,50.35%
https://github.com/google/googletest,3326,808,9,6,C++,2235,87.70%
https://github.com/lapce/lapce,2402,1096,31,0,Rust,1884,61.09%
https://github.com/novuhq/novu,1105,4049,36,0,TypeScript,1465,81.09%
https://github.com/BVLC/caffe,4010,1087,14,35,C++,4797,81.24%
https://github.com/zenorocha/clipboard.js,3274,117,42,239,JavaScript,625,98.56%
https://github.com/typeorm/typeorm,3110,1969,32,19,TypeScript,8133,70.53%
https://github.com/microsoft/AI-For-Beginners,1281,158,0,5,Jupyter Notebook,111,82.88%
https://github.com/junegunn/vim-plug,4012,175,8,57,Vim Script,1018,93.71%
https://github.com/jaredpalmer/formik,2639,828,196,5,TypeScript,2240,69.20%
https://github.com/jgm/pandoc,5282,1573,137,0,Haskell,7586,86.16%
https://github.com/google-research/google-research,2162,29,0,4,Jupyter Notebook,1230,26.34%
https://github.com/testerSunshine/12306,2667,31,1,521,Python,691,67.44%
https://github.com/rapid7/metasploit-framework,4754,10705,0,1,Ruby,6026,93.40%
https://github.com/xitu/gold-miner,3227,3563,0,140,N/A,5593,99.91%
https://github.com/files-community/Files,2070,5051,116,1,C#,9938,95.49%
https://github.com/NaiboWang/EasySpider,1509,32,9,8,JavaScript,479,81.63%
https://github.com/SimplifyJobs/Summer2025-Internships,1565,1668,0,0,N/A,2341,99.74%
https://github.com/ziglang/zig,3317,7897,18,0,Zig,11197,73.85%
https://github.com/shadowsocks/shadowsocks,4520,70,2,156,Python,0,0.00%
https://github.com/docker/compose,3922,3100,230,0,Go,7636,97.08%
https://github.com/hankcs/HanLP,3618,78,57,13,Python,1408,99.36%
https://github.com/docker/awesome-compose,1665,149,0,23,HTML,113,34.51%
https://github.com/sorrycc/awesome-javascript,3718,380,0,1,N/A,89,96.63%
https://github.com/AFNetworking/AFNetworking,4845,710,40,596,Objective-C,0,0.00%
https://github.com/httpie/cli,4575,399,46,14,Python,870,81.95%
https://github.com/adobe/brackets,4655,4332,69,815,JavaScript,9683,72.97%
https://github.com/sharkdp/fd,2675,582,40,1,Rust,854,88.76%
https://github.com/netty/netty,5048,3536,0,0,Java,6448,91.30%
https://github.com/Blankj/AndroidUtilCode,2958,88,117,20,Java,1571,81.29%
https://github.com/hacksider/Deep-Live-Cam,346,25,1,4,Python,382,43.19%
https://github.com/goabstract/Awesome-Design-Tools,2031,283,0,38,JavaScript,34,73.53%
https://github.com/coqui-ai/TTS,1568,467,98,19,Python,1092,93.77%
https://github.com/jellyfin/jellyfin,2096,4167,77,0,C#,6252,93.54%
https://github.com/atlassian/react-beautiful-dnd,2583,527,68,0,JavaScript,1601,65.15%
https://github.com/halo-dev/halo,2359,2173,188,0,Java,3833,91.23%
https://github.com/PKUanonym/REKCARC-TSC-UHT,1979,156,0,43,HTML,31,96.77%
https://github.com/fxsjy/jieba,4358,96,9,14,Python,850,26.71%
https://github.com/saadeghi/daisyui,1376,284,41,10,Svelte,1570,94.84%
https://github.com/gulpjs/gulp,4080,404,23,96,JavaScript,1928,98.76%
https://github.com/XX-net/XX-Net,3520,362,388,85,Python,13288,40.63%
https://github.com/appsmithorg/appsmith,1527,12231,241,0,TypeScript,20746,82.13%
https://github.com/immutable-js/immutable-js,3717,513,80,7,TypeScript,1239,91.61%
https://github.com/ray-project/ray,2871,22989,91,0,Python,18330,81.04%
https://github.com/gofiber/fiber,1693,1462,122,2,Go,1409,93.68%
https://github.com/xkcoding/spring-boot-demo,2490,15,0,42,Java,165,44.24%
https://github.com/colinhacks/zod,1642,495,89,1,TypeScript,1926,79.65%
https://github.com/LC044/WeChatMsg,602,62,32,46,Python,399,87.47%
https://github.com/markedjs/marked,4791,1391,135,0,JavaScript,1498,98.53%
https://github.com/halfrost/LeetCode-Go,2605,174,4,74,Go,77,80.52%
https://github.com/zxing/zxing,4711,311,31,0,Java,1276,99.45%
https://github.com/slidevjs/slidev,1229,577,353,2,TypeScript,1020,93.53%
https://github.com/typst/typst,1807,1221,16,0,Rust,2404,76.04%
https://github.com/expo/expo,2942,13812,0,0,TypeScript,14324,97.07%
https://github.com/alebcay/awesome-shell,3712,307,0,14,N/A,57,38.60%
https://github.com/helix-editor/helix,1556,3574,26,0,Rust,4426,86.67%
https://github.com/ccxt/ccxt,2670,11435,74,0,Python,10153,91.83%
https://github.com/bilibili/ijkplayer,4111,35,0,22,C,5353,47.39%
https://github.com/shadowsocks/ShadowsocksX-NG,3008,63,29,525,Swift,1352,77.22%
https://github.com/typicode/husky,3726,258,78,6,JavaScript,1037,96.72%
https://github.com/google/material-design-lite,3521,655,14,44,HTML,2186,82.89%
https://github.com/penpot/penpot,3172,2985,40,0,Clojure,1534,78.88%
https://github.com/carbon-language/carbon-lang,1591,2918,77,0,C++,598,82.61%
https://github.com/laravel/framework,4255,15285,749,0,PHP,18150,99.94%
https://github.com/harness/gitness,3862,1022,42,0,Go,1952,92.62%
https://github.com/RVC-Boss/GPT-SoVITS,234,254,1,1,Python,1159,53.93%
https://github.com/TheAlgorithms/JavaScript,2610,787,0,33,JavaScript,192,97.92%
https://github.com/solidjs/solid,2325,347,34,1,TypeScript,989,91.91%
https://github.com/alibaba/easyexcel,2402,188,13,23,Java,3466,88.69%
https://github.com/gradio-app/gradio,2086,3685,1000,0,Python,4676,88.64%
https://github.com/logseq/logseq,1565,2928,147,0,Clojure,7612,79.69%
https://github.com/sqlmapproject/sqlmap,4453,167,9,10,Python,5215,99.02%
https://github.com/fastify/fastify,2898,2754,285,0,JavaScript,1976,96.41%
https://github.com/DIYgod/RSSHub,2347,8985,0,0,TypeScript,5424,94.25%
https://github.com/GitHubDaily/GitHubDaily,2075,3,0,98,N/A,440,37.95%
https://github.com/clash-verge-rev/clash-verge-rev,288,101,39,0,TypeScript,1502,82.56%
https://github.com/bayandin/awesome-awesomeness,3711,197,0,94,Ruby,68,76.47%
https://github.com/Trinea/android-open-project,3895,204,0,58,N/A,84,88.10%
https://github.com/nushell/nushell,1944,6662,98,0,Rust,5627,76.22%
https://github.com/karanpratapsingh/system-design,751,11,0,147,N/A,20,95.00%
https://github.com/The-Run-Philosophy-Organization/run,878,172,0,35,N/A,252,84.13%
https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,2496,13,0,86,HTML,67,22.39%
https://github.com/beego/beego,4571,1295,33,2,Go,3339,99.73%
https://github.com/huggingface/pytorch-image-models,2041,366,59,1,Python,904,95.02%
https://github.com/reworkd/AgentGPT,516,539,12,1,TypeScript,456,73.25%
https://github.com/certbot/certbot,3584,3757,52,1,Python,5313,96.61%
https://github.com/Chanzhaoyu/chatgpt-web,573,159,43,19,Vue,1743,99.89%
https://github.com/kilimchoi/engineering-blogs,3371,681,0,14,Ruby,91,81.32%
https://github.com/chatchat-space/Langchain-Chatchat,523,603,31,1,TypeScript,3770,97.48%
https://github.com/calcom/cal.com,1262,7341,283,0,TypeScript,6551,88.73%
https://github.com/hasura/graphql-engine,2270,2109,271,0,TypeScript,6206,64.16%
https://github.com/python-poetry/poetry,2380,2078,133,1,Python,5841,89.51%
https://github.com/TeamNewPipe/NewPipe,3289,1556,131,5,Java,8926,86.68%
https://github.com/blueimp/jQuery-File-Upload,5026,119,0,468,PHP,3307,98.52%
https://github.com/All-Hands-AI/OpenHands,175,1880,10,0,Python,1304,90.80%
https://github.com/jaywcjlove/linux-command,2853,330,29,1,Markdown,184,63.59%
https://github.com/swc-project/swc,2448,4811,549,0,Rust,3517,90.30%
https://github.com/geekcomputers/Python,4662,1488,0,1,Python,410,31.95%
https://github.com/zsh-users/zsh-autosuggestions,3966,112,0,52,Shell,589,76.40%
https://github.com/coollabsio/coolify,1318,917,523,0,PHP,1586,82.16%
https://github.com/hashicorp/vault,3479,18801,148,0,Go,6115,83.09%
https://github.com/ziadoz/awesome-php,3935,441,0,1,N/A,138,98.55%
https://github.com/CMU-Perceptual-Computing-Lab/openpose,2690,174,15,32,C++,1966,84.44%
https://github.com/doocs/leetcode,2180,3124,20,0,Java,43,95.35%
https://github.com/astral-sh/ruff,757,7308,322,0,Rust,5065,80.45%
https://github.com/mqyqingfeng/Blog,2732,3,0,264,N/A,314,31.21%
https://github.com/microsoft/MS-DOS,2263,37,0,132,Assembly,0,0.00%
https://github.com/ReactiveX/rxjs,3461,2587,2,68,TypeScript,3148,93.20%
https://github.com/ibraheemdev/modern-unix,1331,10,0,51,N/A,81,19.75%
https://github.com/spacedriveapp/spacedrive,1073,1827,25,0,TypeScript,443,83.75%
https://github.com/amix/vimrc,4481,107,0,17,Vim Script,510,100.00%
https://github.com/yewstack/yew,2454,1701,35,2,MDX,1236,90.78%
https://github.com/microsoft/autogen,383,1189,58,0,Jupyter Notebook,1592,68.78%
https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,3448,97,0,143,JavaScript,29,75.86%
https://github.com/pcottle/learnGitBranching,4405,567,0,3,JavaScript,479,93.53%
https://github.com/niklasvh/html2canvas,4799,186,45,48,TypeScript,2577,64.18%
https://github.com/alibaba/p3c,2630,62,0,29,Kotlin,856,81.54%
https://github.com/SerenityOS/serenity,2103,18550,0,3,C++,4176,83.02%
https://github.com/lib-pku/libpku,2113,22,0,973,TeX,41,75.61%
https://github.com/facebookresearch/faiss,2766,136,16,0,C++,2460,91.22%
https://github.com/2noise/ChatTTS,100,193,1,1,Python,495,79.39%
https://github.com/portainer/portainer,3030,4722,119,0,TypeScript,5624,91.84%
https://github.com/Binaryify/NeteaseCloudMusicApi,2996,292,0,189,N/A,1337,89.01%
https://github.com/airbnb/lottie-web,3484,133,0,29,JavaScript,2853,74.27%
https://github.com/ehang-io/nps,2131,74,59,97,Go,1172,59.47%
https://github.com/vercel/swr,1773,763,115,55,TypeScript,903,88.59%
https://github.com/ityouknow/spring-boot-examples,2860,7,0,291,Java,106,93.40%
https://github.com/hiyouga/LLaMA-Factory,465,191,30,0,Python,4719,97.63%
https://github.com/qishibo/AnotherRedisDesktopManager,2066,140,50,2,JavaScript,996,87.65%
https://github.com/SeleniumHQ/selenium,4251,2116,97,0,Java,10352,98.40%
https://github.com/mathiasbynens/dotfiles,4748,44,0,30,Shell,390,63.59%
https://github.com/facebookresearch/fairseq,2563,229,16,40,Python,4181,72.93%
https://github.com/jqlang/jq,4431,543,13,8,C,2200,83.09%
https://github.com/TheAlgorithms/C-Plus-Plus,2972,615,0,0,C++,289,96.19%
https://github.com/joshbuchea/HEAD,3059,86,0,75,N/A,93,78.49%
https://github.com/alibaba/nacos,2273,2795,69,0,Java,8499,97.25%
https://github.com/facebookresearch/detectron2,1826,0,10,13,Python,3495,87.70%
https://github.com/usememos/memos,1001,1472,68,0,Go,1893,98.73%
https://github.com/mattermost/mattermost,3369,16599,609,0,TypeScript,8413,92.26%
https://github.com/AykutSarac/jsoncrack.com,948,75,20,0,TypeScript,220,82.27%
https://github.com/cockroachdb/cockroach,3863,57604,0,0,Go,64978,91.79%
https://github.com/0xAX/linux-insides,3532,575,0,49,Python,182,83.52%
https://github.com/yunjey/pytorch-tutorial,2735,28,0,386,Python,178,63.48%
https://github.com/vuejs/vue-cli,3175,1258,177,49,JavaScript,5484,83.02%
https://github.com/google/jax,2141,10362,109,0,Python,5473,75.97%
https://github.com/veggiemonk/awesome-docker,3636,915,1,13,N/A,125,100.00%
https://github.com/geekan/HowToLiveLonger,872,13,0,218,N/A,129,79.84%
https://github.com/foundation/foundation-sites,4710,2950,78,30,HTML,8221,99.10%
